,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,1.9333333333333333,1.9333333333333333,2.989826941453871,4.167800439030582,4.517816301189724,4.14246925560622,4.865842787429812,3.6328874602480505,3.7723686801132175,3.449016254952337,3.636374700414038,4.421019038863744,5.106745763190515,3.834915712468124,3.0744982487592276,2.950383759445534,,
0,1.7,2.7105173189383716,1.7,1.7,1.7,2.8829150875960536,3.991521471617899,4.515487046837194,4.954891317346778,4.317958473672856,4.5782851039867705,4.964010673487118,5.1705392363532106,4.62701177596474,3.457140095684757,,,
0,1.1333333333333333,1.6985148453415928,1.940527318058751,3.102048809130061,3.1090396860754024,3.383794270288541,3.3502458924651006,3.575736077582218,3.718343343794869,4.065777298979767,4.0071844275503095,4.370724158220034,4.33244908919125,3.0409962445842016,3.069988304950164,2.7499947406310805,,
0,1.6666666666666667,2.9800994431549857,4.3414209927278575,5.881195467222604,7.181656360114905,7.704232658315902,8.981403951934565,7.498951754858864,7.971135983434419,8.544262472845421,4.969833873632675,5.401527041839447,6.955867095016474,6.2968402456266155,5.9397827203474005,6.550828233490979,,
0,1.76,1.851567403614617,1.76,1.76,1.76,2.8617706696491845,4.051175802511259,4.896530044763283,5.892547068764895,3.9078572475437827,4.906883803669263,5.33423673337612,6.4304701198726635,5.277598706871545,,,,
0,1.7916666666666667,2.4415573601615597,2.5401238964215764,2.166527247289717,1.7916666666666667,1.7916666666666667,1.8350068467890965,1.8917765132234365,2.550937020670256,2.8086299854535435,3.57888571792851,4.506722298439942,5.476926346545797,6.322065373487969,5.9029680942367,,,
0,1.6666666666666667,2.7617414547438557,3.646843494755186,3.7567884996379086,3.870592713107481,3.534430335380331,3.2714525248363957,4.00209123382505,4.392122747729374,4.646520415610104,5.068273480665723,5.266109373865727,5.262462511328082,6.076680453343012,4.560491146723127,2.9352444793197634,,
0,1.9333333333333333,1.9902625976028476,3.127312116120782,3.741063612155864,3.3819524271025765,3.308858508062406,3.5108937244169423,3.5935724083618132,3.2006072113966386,3.591395196983168,3.1530966591185017,3.21518914334,2.743326926378148,2.8348607964592993,2.7343358989529234,,,
0,1.626625,1.9871501493466792,2.3459978457531228,2.4669570262120013,2.8948190663149376,2.436598571219416,1.8351666666666666,1.8351666666666666,1.8882645461828453,3.2180470236315277,4.446584697884424,5.561186731607563,6.40257542074892,7.197683573608662,7.488504112738044,,,
0,1.7,3.2132874037727626,4.65652997192301,6.113357662425196,5.152009869562643,6.421452656692411,6.299111913660005,6.401908891457605,7.265217807831462,7.637540870907375,6.547359429485487,5.879741265988043,7.056704934797395,6.781734310095416,6.268920011554263,,,
0,1.9333333333333333,3.1856502816918777,3.2263454974991053,4.020497891236261,3.933556358104449,4.145827696959014,5.4585347668456645,5.554006680412404,5.312352033766617,5.696556555161541,5.636622077732012,5.6466932662925355,6.506857099212264,6.447444431552909,6.803574866840503,2.428915831840814,,
0,1.76,3.1898115481010216,4.578273614439028,5.982465777307331,6.90664606235628,7.670542560626174,7.266656648737604,5.344261362253897,4.491824603354067,5.039821447703893,6.029705778325331,5.613286197377652,6.507648901848186,6.770517049641757,,,,
0,1.875,3.009630313172803,4.195588897794824,4.851539540739765,4.983640126080249,4.70563149278196,3.209138936849267,2.626975340800173,2.5281734364876436,3.568568465024177,4.145980934142598,4.449246770799267,4.898079950706869,4.248423773431732,3.125088876366312,2.311830490709527,,
0,1.626625,1.9025775373858491,1.6683333333333332,1.6683333333333332,1.6683333333333332,1.8351666666666666,2.676420121832802,3.70381317683346,4.569107405518632,5.195927634602846,5.148409591895421,5.507203256777888,4.4355802058979314,4.491633570377477,4.937449628144357,,,
0,1.9333333333333333,3.1657898733827654,3.9865922498607453,4.120001833483654,4.301775808250788,3.308342160132045,4.3724966885294005,4.82615655114421,4.244210986161406,3.6666736538750486,5.067095467765686,1.9886339013737098,3.425188308181572,4.390947831700278,,,,
0,1.875,3.0397853608379926,3.353562918617156,4.315255555471131,4.959465878470854,5.000448693341626,2.9816754316656127,1.5833333333333333,2.365839443135201,2.68907182398518,3.850341729518244,5.006337771542243,5.4827942601355,4.9241866303993955,4.648146482897443,4.162452739811218,,
0,1.9333333333333333,3.488506009815125,5.11814144788754,6.453295043910927,5.791123455653376,6.319657722626867,7.048922100651164,7.46497103498515,7.9028575990087475,7.689390497839792,6.979582803887333,5.7227888011501165,7.075647348575781,7.916726108421108,8.485750384679093,,,
0,1.7934583333333332,2.9075846159672194,3.110847350283793,3.7539894249795243,4.03886066519591,4.072043046048216,4.327376212916149,3.931629717490352,4.0865366305411195,3.1926932700309716,4.595397521447836,4.953818071357258,3.6919967507729528,4.32370033863955,3.567350048543733,,,
0,1.76,1.851567403614617,1.76,1.76,1.76,2.8617706696491845,4.051175802511259,4.896530044763283,4.245127379416836,3.101438096763454,2.959042687655757,3.009394620134694,3.262462248998424,2.9157251197875924,,,,
0,1.7916666666666667,2.9880262935927755,3.719240954454371,4.28019295576888,4.330055960810876,3.8033005909472286,3.5448521713916534,4.294513897374451,3.8873202205120747,2.6252829231827604,3.108890936506094,2.8899187805342965,3.6146799105340897,3.8133699482835435,4.42672240404559,,,
0,1.7916666666666667,2.8516135806549343,3.021391978446215,3.6443752723579967,4.006011055516031,4.0106509033586155,4.944654987414966,5.057612406356049,4.411128504131654,3.9015286813540486,3.3164320920269894,3.87887393708211,3.749100441463046,3.6804791490017155,3.3589233915513796,,,
0,1.7934583333333332,1.7934583333333332,2.0520194211071763,1.6683333333333332,1.9065748469502433,1.8768749999999998,1.9449855407635446,1.7934583333333332,2.1856976760912166,2.390585288377116,2.9047036765695537,3.646005037403222,4.18796725428629,4.8467395762666765,4.774827109097908,,,
